symbol,timeframe,op_ganadas,op_perdidas,op_totales,max_drawdown,abs_drawdown,retorno_acumulado,retorno_total,win_rate,profit_factor,fecha_inicio,fecha_fin,resultado
ETHUSDT,1h,1.0,2.0,3.0,4.255883015421432,4.255883015421432,-0.42558830154214317,-4.255883015421432,33.33333333333333,0.03120779442652318,2017-08-17T04:00:00,2026-01-19T18:00:00,PERDIDA

symbol,side,price,timestamp,pnl,capital
ETHUSDT,BUY,1717.72,1.6933752E12,,
ETHUSDT,SELL,1631.7,1.693638E12,-1.0543604829319113,998.9456395170681
ETHUSDT,BUY,1637.19,1.6948656E12,,
ETHUSDT,SELL,1648.49,1.6950312E12,0.13709515981291914,999.082734676881
ETHUSDT,BUY,3474.35,1.719846E12,,
ETHUSDT,SELL,2977.34,1.7202168E12,-3.338617692302523,995.7441169845786
