symbol,timeframe,side,price,timestamp,pnl,capital
ETHUSDT,1m,BUY,1941.18,1770970920000,,192,08
ETHUSDT,1m,SELL,1942.49,1770970980000,0,00264541,200,00
ETHUSDT,1m,BUY,1941.09,1770971040000,,192,08
ETHUSDT,1m,SELL,1946.23,1770971100000,0,01038016,200,02
ETHUSDT,1m,BUY,1945.48,1770971160000,,192,10
ETHUSDT,1m,SELL,1944.84,1770971220000,-0,00128956,200,02
ETHUSDT,1m,BUY,1945.23,1770971280000,,196,02
ETHUSDT,1m,SELL,1945.16,1770971340000,-0,00014396,200,02
ETHUSDT,1m,BUY,1944.55,1770971400000,,192,10
ETHUSDT,1m,SELL,1945.78,1770971460000,0,00247956,200,02
ETHUSDT,1m,BUY,1946.56,1770971580000,,192,10
ETHUSDT,1m,SELL,1947.23,1770971640000,0,00134926,200,02
ETHUSDT,1m,BUY,1948.34,1770971700000,,192,10
ETHUSDT,1m,SELL,1947.91,1770971760000,-0,00086514,200,02
ETHUSDT,1m,BUY,1947.33,1770971820000,,192,10
ETHUSDT,1m,SELL,1946.49,1770971880000,-0,00169093,200,02
ETHUSDT,1m,BUY,1946.1,1770971940000,,192,10
ETHUSDT,1m,SELL,1946.94,1770972000000,0,00169199,200,02
ETHUSDT,1m,BUY,1946.96,1770972060000,,192,10
ETHUSDT,1m,SELL,1947.15,1770972120000,0,00038255,200,02
ETHUSDT,1m,BUY,1948.59,1770972180000,,192,10
ETHUSDT,1m,SELL,1948.87,1770972240000,0,00056326,200,02
ETHUSDT,1m,BUY,1952.55,1770972300000,,192,10
ETHUSDT,1m,SELL,1952.33,1770972360000,-0,00044167,200,02
ETHUSDT,1m,BUY,1963.14,1770972420000,,192,10
ETHUSDT,1m,SELL,1960.86,1770972480000,-0,00455269,200,02
ETHUSDT,1m,BUY,1959.6,1770972540000,,192,10
ETHUSDT,1m,SELL,1959.9,1770972600000,0,00060011,200,02
ETHUSDT,1m,BUY,1960.09,1770972660000,,192,10
ETHUSDT,1m,SELL,1958.41,1770972720000,-0,00335983,200,02
ETHUSDT,1m,BUY,1960.04,1770972780000,,192,10
ETHUSDT,1m,SELL,1958.67,1770972840000,-0,00273996,200,02
ETHUSDT,1m,BUY,1957.08,1770972900000,,192,10
ETHUSDT,1m,SELL,1959.31,1770972960000,0,00446664,200,02
ETHUSDT,1m,BUY,1958.33,1770973020000,,192,10
ETHUSDT,1m,SELL,1957.81,1770973080000,-0,00104088,200,02
ETHUSDT,1m,BUY,1958.95,1770973140000,,192,10
ETHUSDT,1m,SELL,1958.04,1770973200000,-0,00182096,200,02
ETHUSDT,1m,BUY,1956.85,1770973260000,,192,10
ETHUSDT,1m,SELL,1956.33,1770973320000,-0,00104166,200,02
ETHUSDT,1m,BUY,1957.26,1770973380000,,192,10
ETHUSDT,1m,SELL,1958.01,1770973440000,0,00150210,200,02
ETHUSDT,1m,BUY,1958.78,1770973500000,,192,10
ETHUSDT,1m,SELL,1957.94,1770973560000,-0,00168105,200,02
ETHUSDT,1m,BUY,1959.54,1770973620000,,192,10
ETHUSDT,1m,SELL,1958.12,1770973680000,-0,00284067,200,02
ETHUSDT,1m,BUY,1958.42,1770973740000,,192,10
ETHUSDT,1m,SELL,1958.73,1770973800000,0,00062050,200,02
ETHUSDT,1m,BUY,1957.83,1770973860000,,192,10
ETHUSDT,1m,SELL,1958.38,1770973920000,0,00110121,200,02
ETHUSDT,1m,BUY,1954.04,1770973980000,,192,10
ETHUSDT,1m,SELL,1954.34,1770974040000,0,00060184,200,02
ETHUSDT,1m,BUY,1954.63,1770974100000,,192,10
ETHUSDT,1m,SELL,1956.2,1770974160000,0,00314862,200,02
ETHUSDT,1m,BUY,1956.39,1770974220000,,192,10
ETHUSDT,1m,SELL,1955.88,1770974280000,-0,00102187,200,02
ETHUSDT,1m,BUY,1956.53,1770974340000,,192,10
ETHUSDT,1m,SELL,1956.71,1770974400000,0,00036064,200,02
ETHUSDT,1m,BUY,1960.78,1770974460000,,192,10
