symbol,timeframe,side,price,timestamp,pnl,capital
BTCUSDT,1h,BUY,3394.11,1.5487632E12,,
BTCUSDT,1h,SELL,3409.4,1.5487668E12,0.0896932011497622,998.4445098081882
BTCUSDT,1h,BUY,3420.41,1.5487704E12,,
BTCUSDT,1h,SELL,3426.62,1.548774E12,0.03624562980429716,998.4807554379925
BTCUSDT,1h,BUY,3418.58,1.5487776E12,,
BTCUSDT,1h,SELL,3413.97,1.5487812E12,-0.02700668137095597,998.4537487566215
BTCUSDT,1h,BUY,3413.41,1.5487848E12,,
BTCUSDT,1h,SELL,3419.44,1.5487884E12,0.03526893292469059,998.4890176895462
BTCUSDT,1h,BUY,3412.95,1.548792E12,,
BTCUSDT,1h,SELL,3418.25,1.5487956E12,0.0310100197469476,998.5200277092932
BTCUSDT,1h,BUY,3409.89,1.5487992E12,,
BTCUSDT,1h,SELL,3411.04,1.5488028E12,0.006742811576528513,998.5267705208697
BTCUSDT,1h,BUY,3394.75,1.5488064E12,,
BTCUSDT,1h,SELL,3403.83,1.54881E12,0.05335166562372344,998.5801221864934
BTCUSDT,1h,BUY,3414.63,1.5488136E12,,
BTCUSDT,1h,SELL,3420.34,1.5488172E12,0.03338849354157795,998.613510680035
BTCUSDT,1h,BUY,3426.62,1.5488208E12,,
BTCUSDT,1h,SELL,3433.49,1.5488244E12,0.04001759143029332,998.6535282714653
BTCUSDT,1h,BUY,3423.22,1.548828E12,,
BTCUSDT,1h,SELL,3428.83,1.5488316E12,0.03272253217569916,998.6862508036411
BTCUSDT,1h,BUY,3433.15,1.5488352E12,,
BTCUSDT,1h,SELL,3428.28,1.5488388E12,-0.02841074824693368,998.6578400553941
BTCUSDT,1h,BUY,3434.94,1.5488424E12,,
BTCUSDT,1h,SELL,3429.25,1.548846E12,-0.033185098782532944,998.6246549566116
BTCUSDT,1h,BUY,3457.74,1.5488496E12,,
BTCUSDT,1h,SELL,3458.82,1.5488532E12,0.006244904331537241,998.6308998609431
BTCUSDT,1h,BUY,3462.45,1.5488568E12,,
BTCUSDT,1h,SELL,3464.01,1.5488604E12,0.009006902405018462,998.6399067633481
BTCUSDT,1h,BUY,3458.56,1.548864E12,,
BTCUSDT,1h,SELL,3465.6,1.5488676E12,0.040627885503231556,998.6805346488513
BTCUSDT,1h,BUY,3469.7,1.5488712E12,,
BTCUSDT,1h,SELL,3458.77,1.5488748E12,-0.0632016583930116,998.6173329904583
BTCUSDT,1h,BUY,3453.7,1.5488784E12,,
BTCUSDT,1h,SELL,3456.27,1.548882E12,0.014871523347424614,998.6322045138057
BTCUSDT,1h,BUY,3468.37,1.5488856E12,,
BTCUSDT,1h,SELL,3458.18,1.5488892E12,-0.05893273340311988,998.5732717804026
BTCUSDT,1h,BUY,3480.71,1.5488928E12,,
BTCUSDT,1h,SELL,3472.65,1.5488964E12,-0.04641988107065178,998.526851899332
BTCUSDT,1h,BUY,3470.68,1.5489E12,,
BTCUSDT,1h,SELL,3465.32,1.5489036E12,-0.03093509401728944,998.4959168053147
BTCUSDT,1h,BUY,3466.2,1.5489072E12,,
BTCUSDT,1h,SELL,3466.94,1.5489108E12,0.0042688941833446,998.500185699498
BTCUSDT,1h,BUY,3473.0,1.5489144E12,,
BTCUSDT,1h,SELL,3476.57,1.548918E12,0.020537483784305584,998.5207231832824
BTCUSDT,1h,BUY,3442.98,1.5489216E12,,
BTCUSDT,1h,SELL,3444.56,1.5489252E12,0.009173885779315369,998.5298970690617
BTCUSDT,1h,BUY,3425.7,1.5489288E12,,
BTCUSDT,1h,SELL,3427.81,1.5489324E12,0.012311067416222761,998.5422081364779
BTCUSDT,1h,BUY,3437.62,1.548936E12,,
BTCUSDT,1h,SELL,3441.62,1.5489396E12,0.02324486724275196,998.5654530037207
BTCUSDT,1h,BUY,3429.0,1.5489432E12,,
BTCUSDT,1h,SELL,3436.56,1.5489468E12,0.04399748585795066,998.6094504895786
BTCUSDT,1h,BUY,3427.2,1.5489504E12,,
BTCUSDT,1h,SELL,3428.3,1.548954E12,0.006417174692998651,998.6158676642716
BTCUSDT,1h,BUY,3424.63,1.5489576E12,,
BTCUSDT,1h,SELL,3434.28,1.5489612E12,0.056198096835436195,998.6720657611071
BTCUSDT,1h,BUY,3447.5,1.5489648E12,,
BTCUSDT,1h,SELL,3441.94,1.5489684E12,-0.032307361546104495,998.639758399561
BTCUSDT,1h,BUY,3445.65,1.548972E12,,
